# for file format info please take a look at /input/others/txt_file_description.txt

general:
# duration   delta_t     write_freq   cutoff_radius  parallel_strategy  output_baseName
25            0.0005       500           3                 0                 output

particles:
# origin             velocity         mass    type     old_force
8.21206 12.0308 0     0.860553 -0.783961 0     1     0     -203.687 77.9656 0     
7.30481 12.5507 0     1.14417 -0.888668 0     1     0     117.826 144.056 0     
8.28714 14.1225 0     0.306388 1.12347 0     1     0     -71.2874 79.5067 0     
8.25228 15.1373 0     0.0530904 -0.176714 0     1     0     -93.2704 -77.7496 0     
9.13812 15.5386 0     0.877467 0.306657 0     1     0     -14.2589 100.088 0     
9.49857 16.465 0     -1.63654 0.134201 0     1     0     -10.806 -24.0187 0     
8.33951 16.2124 0     0.117578 0.122229 0     1     0     74.3948 4.97469 0     
8.76261 17.1743 0     -0.890263 -0.155505 0     1     0     -14.3703 -20.5763 0     
8.29282 18.0606 0     -0.259683 -0.905054 0     1     0     -112.085 -12.2088 0     
8.62076 19.0251 0     1.10518 -0.019705 0     1     0     28.9127 24.6201 0     
7.93022 19.8113 0     -0.362588 0.741459 0     1     0     -60.3494 -16.4036 0     
8.43605 20.8703 0     0.608709 0.396152 0     1     0     144.29 -9.55147 0     
9.50622 20.9696 0     -0.0894757 1.26814 0     1     0     -123.769 -53.0273 0     
8.83648 21.8469 0     0.238633 1.12784 0     1     0     -81.917 -49.852 0     
9.23123 22.8083 0     -0.226212 -1.02544 0     1     0     9.82084 1.17994 0     
9.66767 23.7653 0     -0.828477 0.145359 0     1     0     34.9258 2.31806 0     
9.03095 24.6287 0     -0.280336 1.69084 0     1     0     -97.3032 -36.06 0     
9.44892 25.6056 0     -0.0206559 -0.702149 0     1     0     6.84884 -18.1949 0     
8.75382 26.4263 0     -0.647686 0.277986 0     1     0     83.5565 40.945 0     
9.25188 27.4189 0     1.0598 0.408806 0     1     0     -21.7956 1.40586 0     
8.60665 28.2815 0     0.704094 1.57014 0     1     0     35.6746 -10.2148 0     
9.05525 29.3079 0     -0.411835 0.995765 0     1     0     59.7834 24.7836 0     
8.42269 30.2349 0     -0.834263 0.890015 0     1     0     -10.2297 -36.2137 0     
8.8629 31.2381 0     -2.40464 1.25143 0     1     0     34.3849 34.8451 0     
9.37935 32.2118 0     -0.258438 1.47415 0     1     0     11.1709 -39.1458 0     
9.91366 33.2326 0     2.00064 -0.758339 0     1     0     -3.94979 2.07068 0     
9.1845 34.2083 0     0.296777 0.370173 0     1     0     -3.96987 14.373 0     
8.2505 34.9833 0     -0.311219 -1.3958 0     1     0     -9.10597 -34.4676 0     
8.30325 36.0864 0     0.216912 -0.500135 0     1     0     10.6529 46.8746 0     
7.30982 36.7676 0     -1.75019 -0.792102 0     1     0     45.3719 -33.4272 0     
8.40345 37.3042 0     -1.1645 0.0167705 0     1     0     -14.7971 -43.1112 0     
8.62444 38.4064 0     -1.65602 1.12145 0     1     0     17.2758 21.0787 0     
8.90554 39.5653 0     -0.385917 0.696907 0     1     0     -14.2479 9.71539 0     
7.86472 40.1196 0     -0.707128 -0.413587 0     1     0     9.51732 47.9016 0     
7.99019 41.4541 0     1.35559 1.833 0     1     0     7.23962 -11.4454 0     
10.1137 0.964198 0     -0.278071 0.194003 0     1     0     -23.6732 13.5513 0     
10.6108 1.8278 0     0.157138 -0.0881235 0     1     0     125.082 30.1249 0     
10.0941 2.7034 0     -0.346072 -0.668155 0     1     0     -28.663 -4.41966 0     
10.5916 3.56458 0     -0.380948 -0.300003 0     1     0     29.5686 -2.34339 0     
10.0644 4.42881 0     -1.11162 0.0653175 0     1     0     -68.3845 -40.5897 0     
10.5777 5.28357 0     1.60041 -0.123801 0     1     0     17.9921 81.1293 0     
9.52738 5.28814 0     0.0425298 -0.00748245 0     1     0     -76.1916 30.8827 0     
10.0439 6.14055 0     0.252908 -0.802188 0     1     0     54.2613 102.623 0     
9.53379 7.0269 0     -0.72048 0.230748 0     1     0     -55.0614 -16.7436 0     
10.0631 7.86951 0     -0.143931 -0.0494422 0     1     0     -16.1434 -8.01395 0     
9.55107 8.73231 0     -0.451935 -0.173614 0     1     0     -52.6126 -4.5028 0     
10.0375 9.62353 0     0.893239 -0.181032 0     1     0     23.4475 70.0989 0     
9.04543 9.56351 0     0.386083 -0.618401 0     1     0     -55.339 -14.5458 0     
9.36949 10.5029 0     -0.854171 0.293137 0     1     0     -5.6827 137.764 0     
10.0099 11.3398 0     0.843326 0.6057 0     1     0     22.115 -77.2516 0     
9.10077 12.5201 0     -0.0960789 -0.128615 0     1     0     51.6435 22.5554 0     
8.22063 13.0837 0     0.529121 0.863204 0     1     0     17.397 -56.9581 0     
9.13984 13.6043 0     -0.790202 -0.153113 0     1     0     6.24434 16.916 0     
9.43896 14.5962 0     -0.54016 0.703263 0     1     0     -6.32332 -58.1753 0     
10.132 15.5878 0     -0.519009 0.185299 0     1     0     -3.9464 57.3245 0     
10.5458 16.5541 0     0.18007 0.936376 0     1     0     -6.53408 -15.6075 0     
9.90919 17.391 0     0.652736 -0.0351888 0     1     0     59.8288 -45.0257 0     
10.3333 18.3509 0     0.344264 -0.637627 0     1     0     52.6677 -99.9324 0     
9.29835 18.1861 0     -0.0208298 0.270653 0     1     0     -55.1482 73.9504 0     
9.68016 19.174 0     -1.34466 0.469532 0     1     0     -22.1369 -46.6268 0     
9.00929 19.9959 0     0.262289 0.41843 0     1     0     56.9093 43.9604 0     
10.1197 20.1058 0     0.242597 -0.310751 0     1     0     -29.1273 4.96516 0     
10.5526 21.0512 0     0.50631 0.684304 0     1     0     49.1716 89.8258 0     
9.89277 21.9358 0     0.443717 0.362004 0     1     0     69.3561 21.6751 0     
10.3273 22.8972 0     -0.624022 0.331422 0     1     0     -10.2724 -21.4258 0     
10.7835 23.8471 0     0.553566 0.59467 0     1     0     -44.3319 18.1392 0     
10.1078 24.7417 0     0.803227 0.245992 0     1     0     37.4634 -50.8415 0     
10.5604 25.7035 0     0.346751 0.202582 0     1     0     6.78148 -36.2055 0     
9.8996 26.5704 0     0.219997 0.692552 0     1     0     -8.57197 -47.8749 0     
10.3609 27.5248 0     1.26915 0.0721716 0     1     0     10.8731 43.7693 0     
9.7239 28.4265 0     0.878033 1.14539 0     1     0     -30.7882 -50.1247 0     
10.1813 29.3998 0     0.728964 0.354931 0     1     0     10.2786 28.9986 0     
9.54835 30.3328 0     -0.152052 0.3662 0     1     0     -44.7817 -80.6373 0     
10.0046 31.2993 0     0.328433 0.806525 0     1     0     22.3956 24.9446 0     
10.5149 32.2907 0     0.808644 0.239625 0     1     0     -26.2044 19.2962 0     
11.0081 33.3116 0     -1.44502 0.461126 0     1     0     -17.5028 -55.525 0     
10.2895 34.2766 0     -0.791255 -0.100575 0     1     0     44.0505 27.5551 0     
9.32329 35.3567 0     -1.69402 0.339947 0     1     0     -33.4556 -39.8446 0     
10.1975 35.9887 0     -0.482996 -0.0501272 0     1     0     90.3077 -28.4722 0     
9.3209 36.6163 0     -1.56522 0.55948 0     1     0     -36.8714 12.886 0     
9.59653 37.7285 0     -0.383441 1.19727 0     1     0     3.71582 10.8027 0     
9.82825 38.8901 0     -1.06656 -1.27245 0     1     0     18.7816 -49.587 0     
10.1798 39.9774 0     -0.496286 -1.17258 0     1     0     23.2353 25.2768 0     
9.26624 40.7323 0     -0.709632 1.65767 0     1     0     -27.474 -21.1236 0     
9.5727 41.8446 0     -0.695517 -0.370142 0     1     0     5.10369 26.8827 0     
11.149 0.971767 0     0.519617 1.10826 0     1     0     -54.8048 10.8791 0     
11.6606 1.84357 0     1.6715 0.470863 0     1     0     0.0931499 0.0334183 0     
11.1269 2.68752 0     -0.68304 -0.726217 0     1     0     -13.8199 43.4557 0     
11.6207 3.55281 0     0.282695 0.0641093 0     1     0     65.7226 50.3152 0     
11.1056 4.43071 0     0.544911 -0.96542 0     1     0     7.95218 -124.435 0     
11.6244 5.27576 0     -0.265437 -0.834443 0     1     0     46.4105 49.0209 0     
11.1017 6.14862 0     -0.447398 -1.92468 0     1     0     -16.1414 -83.1575 0     
11.6313 7.00731 0     -0.920022 -0.503348 0     1     0     -17.385 46.5631 0     
10.582 7.00603 0     0.357645 0.391997 0     1     0     -39.5072 -56.5081 0     
11.0931 7.86847 0     0.110511 -0.0459248 0     1     0     48.6155 45.8615 0     
10.5641 8.73823 0     -1.41509 -0.687808 0     1     0     71.6491 68.1095 0     
11.0623 9.62347 0     -0.368787 -0.971706 0     1     0     69.0112 -76.5094 0     
10.5325 10.4883 0     1.14723 0.219329 0     1     0     -101.03 -24.7772 0     
11.0296 11.3637 0     -1.2515 -0.376705 0     1     0     52.4439 -29.1192 0     
11.5162 12.2597 0     -0.437162 1.13837 0     1     0     -45.0474 -21.2687 0     
10.4736 12.2068 0     -0.069446 -1.0952 0     1     0     -11.9522 3.24807 0     
9.94352 13.0321 0     -0.331851 0.0493199 0     1     0     -34.8269 -143.367 0     
10.2447 13.9612 0     -0.315265 -0.0562592 0     1     0     59.0968 50.9821 0     
10.7535 14.8139 0     -0.372317 0.224001 0     1     0     23.4667 -20.1496 0     
11.1868 15.7357 0     -0.654357 0.944009 0     1     0     -3.53919 -13.9878 0     
11.6035 16.664 0     -0.508818 0.215137 0     1     0     33.4245 95.9051 0     
10.9756 17.5001 0     0.5411 0.458829 0     1     0     -8.87461 16.1747 0     
11.4137 18.4375 0     -1.48495 0.480076 0     1     0     -55.3375 48.1065 0     
10.7703 19.2728 0     -0.667229 0.862446 0     1     0     14.0393 41.483 0     
11.851 19.3896 0     0.00638666 0.579562 0     1     0     -35.021 -0.114091 0     
11.1998 20.2166 0     -1.09168 0.817009 0     1     0     6.27236 22.9397 0     
11.6363 21.1689 0     -0.0942956 -0.689005 0     1     0     25.6587 44.902 0     
12.0961 22.1315 0     -0.55719 0.0431911 0     1     0     -55.9019 -41.7817 0     
10.9816 22.016 0     -1.24 -0.0117941 0     1     0     -6.90959 0.649083 0     
11.4166 22.9684 0     0.91134 -1.26123 0     1     0     48.6913 35.0735 0     
11.8783 23.9355 0     0.281146 1.61459 0     1     0     -18.8746 -16.7469 0     
11.2018 24.8117 0     -1.19339 0.865836 0     1     0     42.7801 27.5709 0     
11.6804 25.7749 0     -1.32673 1.07098 0     1     0     -54.4162 -86.2585 0     
11.0164 26.6534 0     -0.512144 -0.156709 0     1     0     2.3168 -9.52563 0     
11.4731 27.6114 0     0.589423 0.112098 0     1     0     16.5907 -22.8887 0     
10.837 28.5031 0     0.445799 2.0353 0     1     0     -15.5216 11.6056 0     
11.319 29.4828 0     0.841659 0.55966 0     1     0     -39.1036 -26.6927 0     
10.6675 30.383 0     -0.543284 -0.126652 0     1     0     0.414991 -3.82058 0     
11.1234 31.3777 0     -0.128753 1.12211 0     1     0     46.0546 -40.6707 0     
11.6259 32.3523 0     -0.723278 -0.85778 0     1     0     57.6664 14.8416 0     
12.1586 33.3431 0     1.47985 -0.602968 0     1     0     33.6079 -54.8693 0     
11.5423 34.2338 0     0.213853 0.196419 0     1     0     -8.6962 115.618 0     
10.9486 35.182 0     -0.722684 0.670144 0     1     0     -24.3097 -31.4486 0     
11.3704 36.2176 0     -1.18289 -0.371372 0     1     0     -12.6263 3.44519 0     
10.5466 37.0421 0     -1.05827 0.831667 0     1     0     6.98237 24.862 0     
11.7527 37.286 0     -0.406755 1.61802 0     1     0     -26.6578 2.24313 0     
10.8001 38.1672 0     0.544338 0.248118 0     1     0     11.3388 -9.01696 0     
11.1748 39.2777 0     0.452199 0.0460973 0     1     0     9.82263 -9.29933 0     
11.5004 40.4291 0     1.22453 1.06389 0     1     0     32.8407 -36.6647 0     
10.6897 41.2219 0     0.858188 -0.40134 0     1     0     -34.6998 21.5342 0     
12.1666 0.968782 0     0.951931 -1.06933 0     1     0     109.635 13.0155 0     
12.6868 1.83586 0     -0.460304 1.03817 0     1     0     43.1426 -31.4282 0     
12.1855 2.72221 0     1.08489 -0.896867 0     1     0     -128.142 -186.653 0     
12.6988 3.56701 0     -0.368081 0.978114 0     1     0     -6.3061 1.20811 0     
12.1497 4.4008 0     -0.196607 0.0412607 0     1     0     21.802 107.905 0     
12.6691 5.27217 0     0.0415315 0.479573 0     1     0     -16.5843 -45.1937 0     
12.1433 6.14133 0     0.257646 -0.879915 0     1     0     42.0353 -55.1459 0     
12.6715 6.99976 0     -1.01173 -0.110696 0     1     0     -54.7174 58.0703 0     
12.1281 7.89194 0     0.572793 -1.00483 0     1     0     77.9507 -94.9793 0     
12.6492 8.7629 0     1.28752 0.155482 0     1     0     -65.0555 -38.0321 0     
11.5964 8.7544 0     -0.336652 -0.0511498 0     1     0     44.359 35.2283 0     
12.1182 9.6364 0     -0.227851 1.11328 0     1     0     -81.1175 -64.0097 0     
11.5715 10.4892 0     -1.1234 0.0198874 0     1     0     2.46149 65.4977 0     
12.0457 11.3881 0     0.0678815 0.693333 0     1     0     149.125 16.748 0     
12.5568 12.2891 0     -1.22317 -0.461906 0     1     0     -72.4818 -8.92309 0     
11.9663 13.1565 0     -1.6621 0.0459906 0     1     0     103.403 46.0666 0     
10.9412 13.1183 0     0.340608 0.421114 0     1     0     -32.1422 -53.7807 0     
11.3698 14.0047 0     0.602762 0.0502229 0     1     0     25.6032 23.9193 0     
11.8153 14.9039 0     -0.415406 1.29823 0     1     0     -43.1991 38.1502 0     
13.3063 15.9089 0     0.346223 -1.23602 0     1     0     -44.3613 15.2487 0     
12.241 15.8311 0     0.065106 1.11203 0     1     0     25.6932 40.4432 0     
12.6529 16.7725 0     0.623057 -0.661044 0     1     0     99.9206 -15.4389 0     
12.0559 17.6249 0     -0.867657 -0.122605 0     1     0     -61.3315 -109.552 0     
12.47 18.5638 0     0.400333 0.318458 0     1     0     113.847 -7.33015 0     
12.9413 19.498 0     -0.726636 0.279049 0     1     0     -90.9688 -52.1831 0     
12.2816 20.3282 0     -0.58162 0.133548 0     1     0     0.953397 30.0359 0     
12.7403 21.2735 0     0.965574 -0.376385 0     1     0     -76.8339 28.4929 0     
13.1821 22.2148 0     -0.522998 0.478936 0     1     0     16.3896 35.9429 0     
12.5354 23.0821 0     -0.691236 0.409972 0     1     0     -6.83687 -15.8547 0     
12.9943 24.0229 0     0.37755 0.0172721 0     1     0     -21.8959 26.1704 0     
13.4248 24.9922 0     0.73736 -1.0075 0     1     0     36.2638 -30.9856 0     
12.3206 24.8874 0     -0.589115 -0.0984755 0     1     0     7.2931 28.3801 0     
12.7864 25.8575 0     -0.233752 -0.383707 0     1     0     -27.1241 -1.35714 0     
12.1224 26.7121 0     0.0556516 -0.680797 0     1     0     46.7829 110.113 0     
12.5941 27.693 0     -0.0109289 1.5085 0     1     0     -15.4831 -26.6014 0     
11.9439 28.5643 0     0.188767 1.9409 0     1     0     21.6766 59.1006 0     
12.4204 29.551 0     1.30312 0.759154 0     1     0     33.7271 -24.3532 0     
11.7992 30.4532 0     1.64597 1.31245 0     1     0     -43.5438 19.9392 0     
12.2797 31.4174 0     0.695101 0.195507 0     1     0     -17.7409 70.9115 0     
12.8111 32.4063 0     0.483789 0.41524 0     1     0     -56.6551 49.4155 0     
13.2863 33.4427 0     -0.205129 -0.307695 0     1     0     9.08326 -68.0313 0     
12.6746 34.3662 0     0.542196 0.105361 0     1     0     -30.9378 -8.4186 0     
12.0706 35.2953 0     -0.525347 1.05449 0     1     0     -48.8427 3.1209 0     
13.1683 35.4085 0     -0.0723211 0.644898 0     1     0     -8.55719 -37.4885 0     
12.5124 36.356 0     0.119535 0.0608869 0     1     0     -64.5728 21.9974 0     
12.9025 37.4873 0     1.03506 0.626743 0     1     0     -16.1121 -36.4033 0     
12.0771 38.3807 0     0.955664 0.876831 0     1     0     -14.0606 -17.6147 0     
12.48 39.4292 0     1.03633 1.63644 0     1     0     -1.79712 -5.06407 0     
12.7434 40.5303 0     -0.0006314 1.70324 0     1     0     22.1709 40.0612 0     
13.3556 41.7488 0     1.14302 1.98028 0     1     0     -6.50837 -4.81296 0     
13.2202 0.969105 0     -0.821693 0.605528 0     1     0     -5.52392 22.1645 0     
13.7383 1.82905 0     -0.895719 0.482827 0     1     0     3.16507 -6.25678 0     
13.2084 2.69351 0     -1.45228 -0.737493 0     1     0     70.37 -50.8988 0     
13.7395 3.54208 0     -0.396987 0.476212 0     1     0     12.8967 115.439 0     
13.2137 4.42162 0     -0.236283 0.295254 0     1     0     -28.5932 -60.6781 0     
13.7314 5.27272 0     0.679827 -0.687903 0     1     0     -9.80996 76.5199 0     
13.1947 6.12349 0     0.518213 0.322174 0     1     0     -5.10214 120.388 0     
13.7019 7.01773 0     0.596797 0.000567131 0     1     0     43.8005 -37.3707 0     
13.1723 7.87944 0     0.23158 1.26459 0     1     0     -35.1912 33.1815 0     
13.673 8.7576 0     1.09692 0.00331694 0     1     0     82.6592 143.522 0     
13.1409 9.64752 0     0.744943 -0.173967 0     1     0     105.397 26.2788 0     
13.6432 10.5536 0     -0.085898 0.702767 0     1     0     -1.63844 -4.72069 0     
12.611 10.5265 0     -0.510068 1.61766 0     1     0     -15.3802 19.3877 0     
13.0944 11.4252 0     0.348958 0.729219 0     1     0     4.35939 15.9411 0     
13.5981 12.3416 0     1.02633 0.228525 0     1     0     -70.0072 -14.0899 0     
13.0081 13.1973 0     -0.418493 1.37566 0     1     0     12.3026 21.3854 0     
12.4416 14.0662 0     0.115901 0.64568 0     1     0     -180.105 -94.4644 0     
12.8434 14.9836 0     0.482598 0.278916 0     1     0     143.017 78.6378 0     
13.898 15.0516 0     -0.688754 0.103128 0     1     0     13.4196 -9.69071 0     
14.3754 15.9871 0     -1.0601 0.00605244 0     1     0     -174.182 -108.126 0     
13.7196 16.8434 0     0.387264 -1.34191 0     1     0     44.239 36.3063 0     
14.1828 17.7844 0     -0.750902 0.858658 0     1     0     -20.151 -63.0266 0     
13.1146 17.7181 0     -2.01507 0.150057 0     1     0     -12.9596 -62.9304 0     
13.5595 18.646 0     0.814835 0.108792 0     1     0     -23.6781 -53.7476 0     
13.9945 19.5712 0     0.395619 -0.22252 0     1     0     53.9757 78.9148 0     
13.3541 20.4393 0     0.00616867 0.84318 0     1     0     103.944 -38.0163 0     
13.8297 21.3641 0     -0.0794635 -0.495477 0     1     0     7.76768 30.8486 0     
14.2825 22.3224 0     1.56392 -0.671256 0     1     0     -1.94871 -78.0692 0     
13.6494 23.1579 0     1.96104 -0.6799 0     1     0     -92.3016 18.2814 0     
14.081 24.11 0     -1.16036 1.21364 0     1     0     -0.850922 120.255 0     
14.5378 25.1022 0     -0.809015 -0.0897152 0     1     0     -51.5119 -86.206 0     
13.8709 25.9615 0     -0.176995 0.00205597 0     1     0     63.636 -41.6806 0     
14.3399 26.9148 0     -0.0361339 0.584411 0     1     0     76.1877 -15.7505 0     
13.2498 26.8315 0     -1.25058 0.920673 0     1     0     -66.4419 -14.5395 0     
13.7123 27.79 0     0.213115 -0.0729764 0     1     0     21.8458 26.3539 0     
13.066 28.6584 0     0.40082 -0.120426 0     1     0     13.2786 31.5716 0     
13.5605 29.6299 0     0.583177 0.0689584 0     1     0     0.734732 -25.673 0     
12.9127 30.5233 0     0.560962 0.187521 0     1     0     19.5756 -8.93107 0     
13.4105 31.5055 0     1.32171 0.656653 0     1     0     29.1307 -6.95946 0     
13.937 32.5038 0     -0.00541371 -0.0100735 0     1     0     -35.2 19.5232 0     
14.4313 33.5162 0     -0.751452 -0.384797 0     1     0     3.7491 -1.36977 0     
13.7766 34.4305 0     0.682313 0.690493 0     1     0     49.6569 59.2351 0     
14.2637 35.5276 0     0.0825378 0.324764 0     1     0     47.3318 -43.1318 0     
13.5937 36.4417 0     -1.84744 0.198736 0     1     0     42.2387 37.5181 0     
14.0549 37.4714 0     0.27258 1.32379 0     1     0     -8.18079 52.6841 0     
13.3838 38.5191 0     -0.00114851 1.06661 0     1     0     -40.5891 1.80428 0     
13.7057 39.6375 0     0.756869 -0.0354783 0     1     0     -1.52318 -11.5271 0     
14.072 40.7415 0     -1.35394 0.480722 0     1     0     7.27221 7.73414 0     
